Question,Answers,Comment,Instructions,Render as
ともこちゃんの健太くんへの愛情は、（　）、いや、もしかすると皆無だったかもしれない。,粟粒芥顆,ともこちゃんの健太くんへの愛情は、__粟粒芥顆__、いや、もしかすると皆無だったかもしれない。,Type the reading!,Text
うそつきのともこちゃんのいう言葉には、（　）ほどにも真実はない。,粟粒芥顆,うそつきのともこちゃんのいう言葉には、__粟粒芥顆__ほどにも真実はない。,Type the reading!,Text
同じ人を好きになり、同時に振られてから（　）し、（　）となりました。,意気投合,同じ人を好きになり、同時に振られてから__意気投合__し、__莫逆之交__となりました。,Type the reading!,Text
仏教の影響を受けた（　）が、（　）に行くために、（　）令をだしたことが長い日本の歴史の中で何度かあります。,為政者,仏教の影響を受けた__為政者__が、__極楽浄土__に行くために、__殺生禁断__令をだしたことが長い日本の歴史の中で何度かあります。,Type the reading!,Text
田舎では神童と呼ばれていて調子に乗っていたけれども、都会に出てきて（　）だったと知りました。,井底之蛙,田舎では神童と呼ばれていて調子に乗っていたけれども、都会に出てきて__井底之蛙__だったと知りました。,Type the reading!,Text
世界には僕でもかなわない人がたくさんいる、（　）だったようだ。,井底之蛙,世界には僕でもかなわない人がたくさんいる、__井底之蛙__だったようだ。,Type the reading!,Text
自分の家はお金持ちだと思っていたけれども、（　）、世の中には、国家予算並みの財産を持っている人が存在するなんて。,井底之蛙,自分の家はお金持ちだと思っていたけれども、__井底之蛙__、世の中には、国家予算並みの財産を持っている人が存在するなんて。,Type the reading!,Text
校内大会で一等賞をとったけれども、（　）、市の大会では予選突破すらできなかった。,井底之蛙,校内大会で一等賞をとったけれども、__井底之蛙__、市の大会では予選突破すらできなかった。,Type the reading!,Text
海外に留学しなさい、そうすれば（　）だったと気づき、さらに上を目指すことができるでしょう。,井底之蛙,海外に留学しなさい、そうすれば__井底之蛙__だったと気づき、さらに上を目指すことができるでしょう。,Type the reading!,Text
徳の高い彼を閑職に追いやるなんて、（　）、この会社は愚かだ。,井渫不食,徳の高い彼を閑職に追いやるなんて、__井渫不食__、この会社は愚かだ。,Type the reading!,Text
健太くんが（　）、登用されないなんて、世の中にとって大きな損失です。,井渫不食,健太くんが__井渫不食__、登用されないなんて、世の中にとって大きな損失です。,Type the reading!,Text
ともこちゃんは能力があるのに、（　）のままではもったいない。,井渫不食,ともこちゃんは能力があるのに、__井渫不食__のままではもったいない。,Type the reading!,Text
ともこちゃんが女性だからといって平社員のままだなんて、（　）、会社は分かっていない。,井渫不食,ともこちゃんが女性だからといって平社員のままだなんて、__井渫不食__、会社は分かっていない。,Type the reading!,Text
（　）というように、賢い彼ではなく、愚かな健太くんが重用されています。,井渫不食,__井渫不食__というように、賢い彼ではなく、愚かな健太くんが重用されています。,Type the reading!,Text
健太くんはアイドルに関しては（　）をもっているので、アイドルについて（　）し始めると長くなります。,一家言,健太くんはアイドルに関しては__一家言__をもっているので、アイドルについて__舌端月旦__し始めると長くなります。,Type the reading!,Text
織田信長の義父である斎藤道三は、油売りから（　）の主になるという（　）を実現した人です。,一国一城,織田信長の義父である斎藤道三は、油売りから__一国一城__の主になるという__布衣之極__を実現した人です。,Type the reading!,Text
（　）の（　）で、少しさじ加減を間違えれば世界大戦勃発ということになりかねませんでした。,一触即発,__一触即発__の__倒懸之急__で、少しさじ加減を間違えれば世界大戦勃発ということになりかねませんでした。,Type the reading!,Text
（　）になるには、（　）、誰だってそれなりの時間がかかるものだよ。,一人前,__一人前__になるには、__桃三李四__、誰だってそれなりの時間がかかるものだよ。,Type the reading!,Text
彼女は嫉妬心が強く、付き合っている男性を束縛し、（　）の不幸な恋愛になりがちです。,一人相撲,彼女は嫉妬心が強く、付き合っている男性を束縛し、__一人相撲__の不幸な恋愛になりがちです。,Type the reading!,Text
皆やる気がないことに気が付かなくて、僕の（　）でした。,一人相撲,皆やる気がないことに気が付かなくて、僕の__一人相撲__でした。,Type the reading!,Text
ともこちゃんよりいい大学に入学してみせようと頑張ったのに、結局、むなしい（　）だったという事か。,一人相撲,ともこちゃんよりいい大学に入学してみせようと頑張ったのに、結局、むなしい__一人相撲__だったという事か。,Type the reading!,Text
サッカーの試合で自分の力を過信した僕は、（　）をとって、チームワークを乱してしまいました。,一人相撲,サッカーの試合で自分の力を過信した僕は、__一人相撲__をとって、チームワークを乱してしまいました。,Type the reading!,Text
あの企画は、結局彼の（　）だった。,一人相撲,あの企画は、結局彼の__一人相撲__だった。,Type the reading!,Text
日本にタピオカドリンクの店を最初に作ったわが社は、当初は（　）だった。,一人天下,日本にタピオカドリンクの店を最初に作ったわが社は、当初は__一人天下__だった。,Type the reading!,Text
早熟な健太くんは、なんでもそつなくこなし（　）だったが、周囲の子の成長が追い付いてくるとそうでもなくなってきた。,一人天下,早熟な健太くんは、なんでもそつなくこなし__一人天下__だったが、周囲の子の成長が追い付いてくるとそうでもなくなってきた。,Type the reading!,Text
ともこちゃんは、上に兄が四人いる末っ子の長女なので、皆にかわいがられ（　）でした。,一人天下,ともこちゃんは、上に兄が四人いる末っ子の長女なので、皆にかわいがられ__一人天下__でした。,Type the reading!,Text
ここ数年の文学賞は健太くんが総なめにして、（　）だ。,一人天下,ここ数年の文学賞は健太くんが総なめにして、__一人天下__だ。,Type the reading!,Text
（　）がいつまでも続くと思っていたら痛い目を見る。,一人天下,__一人天下__がいつまでも続くと思っていたら痛い目を見る。,Type the reading!,Text
目の前にあることに（　）取り組み、（　）という思いで努力し続けます。,一生懸命,目の前にあることに__一生懸命__取り組み、__千射万箭__という思いで努力し続けます。,Type the reading!,Text
父さんは家族のために（　）働いてくれて、（　）を感じているので（　）してもらいたい。,一生懸命,父さんは家族のために__一生懸命__働いてくれて、__顧復之恩__を感じているので__楽隠居__してもらいたい。,Type the reading!,Text
店をオープンしてから軌道に乗せるまで、あまりに（　）だったから、この五年間が（　）でした。,一生懸命,店をオープンしてから軌道に乗せるまで、あまりに__一生懸命__だったから、この五年間が__兎走烏飛__でした。,Type the reading!,Text
若いうちに（　）夢を追わないと、人生は（　）、年を取った時に必ず悔やむことになるでしょう。,一生懸命,若いうちに__一生懸命__夢を追わないと、人生は__荘周之夢__、年を取った時に必ず悔やむことになるでしょう。,Type the reading!,Text
健太くんに（　）数学を教えたが、理解度は（　）ほどだった。,一生懸命,健太くんに__一生懸命__数学を教えたが、理解度は__粟粒芥顆__ほどだった。,Type the reading!,Text
あんなに（　）英語を学んで習得したのに、一生涯日本から出なかったから（　）だった。,一生懸命,あんなに__一生懸命__英語を学んで習得したのに、一生涯日本から出なかったから__屠竜之技__だった。,Type the reading!,Text
健太くんの（　）で、空手部員の士気が高まった。,一声千両,健太くんの__一声千両__で、空手部員の士気が高まった。,Type the reading!,Text
ともこちゃんの発する言葉は金言ばかりで、まさに（　）だ。,一声千両,ともこちゃんの発する言葉は金言ばかりで、まさに__一声千両__だ。,Type the reading!,Text
ともこちゃんの（　）で、終わる気配のなかった会議に終止符を打った。,一声千両,ともこちゃんの__一声千両__で、終わる気配のなかった会議に終止符を打った。,Type the reading!,Text
キリストさまの言葉は（　）なので、書物にまとめられ、聖書として世界中で読まれている。,一声千両,キリストさまの言葉は__一声千両__なので、書物にまとめられ、聖書として世界中で読まれている。,Type the reading!,Text
（　）である売れっ子歌手の僕が、こんなカラオケボックスで歌うはずがないじゃないか。,一声千両,__一声千両__である売れっ子歌手の僕が、こんなカラオケボックスで歌うはずがないじゃないか。,Type the reading!,Text
時代劇の影響か、（　）に、越後屋は（　）の人というイメージがある。,一般的,時代劇の影響か、__一般的__に、越後屋は__素意大略__の人というイメージがある。,Type the reading!,Text
（　）制は（　）の風習かどうか意見が分かれるところです。,一夫多妻,__一夫多妻__制は__断髪文身__の風習かどうか意見が分かれるところです。,Type the reading!,Text
大道芸をやっている人がいるようで、（　）のごとく人が幾重にも集まって見ていました。,稲麻竹葦,大道芸をやっている人がいるようで、__稲麻竹葦__のごとく人が幾重にも集まって見ていました。,Type the reading!,Text
警察官が犯人を（　）のごとく取り囲んで、逃がさないようにしました。,稲麻竹葦,警察官が犯人を__稲麻竹葦__のごとく取り囲んで、逃がさないようにしました。,Type the reading!,Text
この町は一年中、（　）のにぎやかさで、毎日お祭りのようです。,稲麻竹葦,この町は一年中、__稲麻竹葦__のにぎやかさで、毎日お祭りのようです。,Type the reading!,Text
この学校のバスケットボールチームは、超高校級が（　）のごとくいる。,稲麻竹葦,この学校のバスケットボールチームは、超高校級が__稲麻竹葦__のごとくいる。,Type the reading!,Text
（　）のように人が群がっているあそこにパンダがいるに違いありません。,稲麻竹葦,__稲麻竹葦__のように人が群がっているあそこにパンダがいるに違いありません。,Type the reading!,Text
ともこちゃんは若者に（　）がある上に、彼女の発言は（　）だから厄介だ。,影響力,ともこちゃんは若者に__影響力__がある上に、彼女の発言は__傷風敗俗__だから厄介だ。,Type the reading!,Text
ともこちゃんは、世の中が、（　）、（　）だということを知っている。,栄枯盛衰,ともこちゃんは、世の中が、__栄枯盛衰__、__消長遷移__だということを知っている。,Type the reading!,Text
（　）、（　）な流行は無いんだ。,栄枯盛衰,__栄枯盛衰__、__常住不滅__な流行は無いんだ。,Type the reading!,Text
免疫力をあげるために（　）を得るため、日光浴も兼ねて散歩に出かけるようにしています。,沖和之気,免疫力をあげるために__沖和之気__を得るため、日光浴も兼ねて散歩に出かけるようにしています。,Type the reading!,Text
都会を離れ自然の中で過ごし、せかせかした都会で感じることができなかった（　）を得て心が安定し、健やかな毎日を送っています。,沖和之気,都会を離れ自然の中で過ごし、せかせかした都会で感じることができなかった__沖和之気__を得て心が安定し、健やかな毎日を送っています。,Type the reading!,Text
人間が謙虚な心を持ち生きることができれば、神様は穏やかな気持ちで地を見守ってくださり、（　）に満ちた調和の世界になると思います。,沖和之気,人間が謙虚な心を持ち生きることができれば、神様は穏やかな気持ちで地を見守ってくださり、__沖和之気__に満ちた調和の世界になると思います。,Type the reading!,Text
山頂は天に近く、（　）をよく感じることができるので、山登りをやめられません。,沖和之気,山頂は天に近く、__沖和之気__をよく感じることができるので、山登りをやめられません。,Type the reading!,Text
今日は、（　）を感じるような、あたたかいとても過ごしやすい日でした。,沖和之気,今日は、__沖和之気__を感じるような、あたたかいとても過ごしやすい日でした。,Type the reading!,Text
（　）や思い込みを捨てて、（　）することができるようになりたい。,価値観,__価値観__や思い込みを捨てて、__如実知見__することができるようになりたい。,Type the reading!,Text
車を運転していれば、事故にあう（　）もある。もし事故にあったら、（　）せず、まずは落ち着いて状況を確認し、怪我人の対応を最優先にしなければならない。,可能性,車を運転していれば、事故にあう__可能性__もある。もし事故にあったら、__周章狼狽__せず、まずは落ち着いて状況を確認し、怪我人の対応を最優先にしなければならない。,Type the reading!,Text
夫婦円満で（　）、（　）ということが良いのだと、父が話していた。,家内安全,夫婦円満で__家内安全__、__千里同風__ということが良いのだと、父が話していた。,Type the reading!,Text
（　）すぎると、（　）、自分で判断することができない人間になります。,過保護,__過保護__すぎると、__助長抜苗__、自分で判断することができない人間になります。,Type the reading!,Text
ともこちゃんが発見したバラは、（　）な新種で、その後の品種に大きな影響を与え、園芸会の歴史に（　）しました。,画期的,ともこちゃんが発見したバラは、__画期的__な新種で、その後の品種に大きな影響を与え、園芸会の歴史に__垂名竹帛__しました。,Type the reading!,Text
過疎化したこの町を（　）するため、（　）というような人物になるためにもっと学ぶ必要がある。,活性化,過疎化したこの町を__活性化__するため、__鏃礪括羽__というような人物になるためにもっと学ぶ必要がある。,Type the reading!,Text
このタレントのテレビ番組は（　）な味わいが支持され、視聴率が急上昇した。,滑稽洒脱,このタレントのテレビ番組は__滑稽洒脱__な味わいが支持され、視聴率が急上昇した。,Type the reading!,Text
アメリカ人は一般の人でも会話にお洒落な冗談を交えて話すことができ、（　）の素質を備えている人が多いような気がする。,滑稽洒脱,アメリカ人は一般の人でも会話にお洒落な冗談を交えて話すことができ、__滑稽洒脱__の素質を備えている人が多いような気がする。,Type the reading!,Text
あの新刊本は（　）な文章が受けて、人気が出ているらしい。,滑稽洒脱,あの新刊本は__滑稽洒脱__な文章が受けて、人気が出ているらしい。,Type the reading!,Text
あのイベントでは江戸っ子気質の（　）な人が登場すると一気に和やかな雰囲気になった。,滑稽洒脱,あのイベントでは江戸っ子気質の__滑稽洒脱__な人が登場すると一気に和やかな雰囲気になった。,Type the reading!,Text
（　）な会話が社長の本音も垣間見ることができ、社員全員のモチベーションアップにつながった。,滑稽洒脱,__滑稽洒脱__な会話が社長の本音も垣間見ることができ、社員全員のモチベーションアップにつながった。,Type the reading!,Text
裕福でも（　）でも学ぶ機会は平等に与えられるべきです。,釜魚甑塵,裕福でも__釜魚甑塵__でも学ぶ機会は平等に与えられるべきです。,Type the reading!,Text
小さいころは（　）だったけれども、家族みんな仲が良かったので、あれはあれで幸せでした。,釜魚甑塵,小さいころは__釜魚甑塵__だったけれども、家族みんな仲が良かったので、あれはあれで幸せでした。,Type the reading!,Text
リストラされ、（　）、その日暮らしになりました。,釜魚甑塵,リストラされ、__釜魚甑塵__、その日暮らしになりました。,Type the reading!,Text
（　）の家庭で育ったので、奨学金をもらって進学しました。,釜魚甑塵,__釜魚甑塵__の家庭で育ったので、奨学金をもらって進学しました。,Type the reading!,Text
（　）だったので制服が買えませんでした。,釜魚甑塵,__釜魚甑塵__だったので制服が買えませんでした。,Type the reading!,Text
健太くんは、今日、大好きな彼女に振られる悲劇の運命にあるというのに（　）のように（　）に笑っている。,釜中之魚,健太くんは、今日、大好きな彼女に振られる悲劇の運命にあるというのに__釜中之魚__のように__無邪気__に笑っている。,Type the reading!,Text
会社が倒産しそうで、（　）だと知らずに今日もいつものように働いている社員たちのために、あきらめず融資してくれる銀行を探そう。,釜中之魚,会社が倒産しそうで、__釜中之魚__だと知らずに今日もいつものように働いている社員たちのために、あきらめず融資してくれる銀行を探そう。,Type the reading!,Text
サメが逃げていった方向には、（　）のように危険を知らずに遊泳している人たちがたくさんいる。,釜中之魚,サメが逃げていった方向には、__釜中之魚__のように危険を知らずに遊泳している人たちがたくさんいる。,Type the reading!,Text
（　）だと知らずに笑っている妹に、本当の病名を告知をしなくてもいいのだろうか。,釜中之魚,__釜中之魚__だと知らずに笑っている妹に、本当の病名を告知をしなくてもいいのだろうか。,Type the reading!,Text
相続問題を（　）するために、財産をすべて寄付しもめないようにしました。,釜底抽薪,相続問題を__釜底抽薪__するために、財産をすべて寄付しもめないようにしました。,Type the reading!,Text
再燃しないように、徹底的に（　）しました。,釜底抽薪,再燃しないように、徹底的に__釜底抽薪__しました。,Type the reading!,Text
ゲーム機を捨てて（　）しないと、健太くんは二度と机に向かって勉強をしようとはしないでしょう。,釜底抽薪,ゲーム機を捨てて__釜底抽薪__しないと、健太くんは二度と机に向かって勉強をしようとはしないでしょう。,Type the reading!,Text
（　）し痛みを根本から治すことができる治療法があります。,釜底抽薪,__釜底抽薪__し痛みを根本から治すことができる治療法があります。,Type the reading!,Text
（　）しないとこの病気は治りません。,釜底抽薪,__釜底抽薪__しないとこの病気は治りません。,Type the reading!,Text
隕石が衝突することがわかったので、予想落下地点の村人たちは（　）、避難命令を出さないといけない。,釜底游魚,隕石が衝突することがわかったので、予想落下地点の村人たちは__釜底游魚__、避難命令を出さないといけない。,Type the reading!,Text
地震大国日本に住んでいるのだから、国民は（　）だと自覚して対策をしなくてはいけません。,釜底游魚,地震大国日本に住んでいるのだから、国民は__釜底游魚__だと自覚して対策をしなくてはいけません。,Type the reading!,Text
大きな揺れのあとは津波に注意！（　）のようなものだから早く逃げるんだ！,釜底游魚,大きな揺れのあとは津波に注意！__釜底游魚__のようなものだから早く逃げるんだ！,Type the reading!,Text
崖から落ちて（　）になった時、初めて心の底から生きたいと思いました。,釜底游魚,崖から落ちて__釜底游魚__になった時、初めて心の底から生きたいと思いました。,Type the reading!,Text
トラックが僕の方に突っ込んできて、（　）となった時、（　）のように数々の思い出がよみがえりました。,釜底游魚,トラックが僕の方に突っ込んできて、__釜底游魚__となった時、__走馬灯__のように数々の思い出がよみがえりました。,Type the reading!,Text
彼の意見は、（　）で非理論的、（　）にすぎません。,感情的,彼の意見は、__感情的__で非理論的、__春蛙秋蝉__にすぎません。,Type the reading!,Text
（　）になって（　）を人にぶつけるなんて、言葉の暴力でやってはいけないことです。,感情的,__感情的__になって__斉東野語__を人にぶつけるなんて、言葉の暴力でやってはいけないことです。,Type the reading!,Text
開会目前にして、（　）の不祥事が相次いで発覚し、まさに（　）という感じだ。,関係者,開会目前にして、__関係者__の不祥事が相次いで発覚し、まさに__焦唇乾舌__という感じだ。,Type the reading!,Text
男女雇用（　）法は（　）、現場では女性社員の管理職は少なくまだまだ実態が伴っていません。,機会均等,男女雇用__機会均等__法は__張冠李戴__、現場では女性社員の管理職は少なくまだまだ実態が伴っていません。,Type the reading!,Text
偽の親書を持たせて、敵が（　）になっている間に（　）しました。,疑心暗鬼,偽の親書を持たせて、敵が__疑心暗鬼__になっている間に__混水模魚__しました。,Type the reading!,Text
（　）で（　）の感があります。,議論百出,__議論百出__で__百花斉放__の感があります。,Type the reading!,Text
豊臣秀吉の正室ねねは、上司の信長に夫の浮気癖を愚痴り、慰めてもらうような（　）を続けていました。,杵臼之交,豊臣秀吉の正室ねねは、上司の信長に夫の浮気癖を愚痴り、慰めてもらうような__杵臼之交__を続けていました。,Type the reading!,Text
上司であるともこちゃんは、気さくに平社員の僕と（　）をしてくれています。,杵臼之交,上司であるともこちゃんは、気さくに平社員の僕と__杵臼之交__をしてくれています。,Type the reading!,Text
健太くんはお父さんの大出世に伴って、身分が高くなったんだけれども、それでも（　）、変わらず仲良くしてくれました。,杵臼之交,健太くんはお父さんの大出世に伴って、身分が高くなったんだけれども、それでも__杵臼之交__、変わらず仲良くしてくれました。,Type the reading!,Text
この会社の経営者は、（　）をして部下の意見に耳を傾けようとしているので、とても風通しがいいです。,杵臼之交,この会社の経営者は、__杵臼之交__をして部下の意見に耳を傾けようとしているので、とても風通しがいいです。,Type the reading!,Text
（　）をするために、この交流の場を設けました。,杵臼之交,__杵臼之交__をするために、この交流の場を設けました。,Type the reading!,Text
生きていくためには、廃墟になった都市を眺めて（　）を感じている場合ではありませんでした。,黍離之歎,生きていくためには、廃墟になった都市を眺めて__黍離之歎__を感じている場合ではありませんでした。,Type the reading!,Text
空襲にあって廃墟となったこの街を見て、祖父は（　）を感じたそうです。,黍離之歎,空襲にあって廃墟となったこの街を見て、祖父は__黍離之歎__を感じたそうです。,Type the reading!,Text
温暖化の影響で海面が上昇し、海の底に沈んだ町を思い、（　）を感じずにはいられません。,黍離之歎,温暖化の影響で海面が上昇し、海の底に沈んだ町を思い、__黍離之歎__を感じずにはいられません。,Type the reading!,Text
一夜にして火山灰に埋もれたボンペイの街、生き残った人は（　）を感じながら、火を噴く火山を眺めていました。,黍離之歎,一夜にして火山灰に埋もれたボンペイの街、生き残った人は__黍離之歎__を感じながら、火を噴く火山を眺めていました。,Type the reading!,Text
あんなに美しかった都が、と（　）にくれました。,黍離之歎,あんなに美しかった都が、と__黍離之歎__にくれました。,Type the reading!,Text
我が社の就業規則は（　）としていて、現在の社会常識にはそぐわなくなっていた。そこで社長の号令のもと、総務部を中心として就業規則の見直しが検討され、先日、（　）で決定した。,旧態依然,我が社の就業規則は__旧態依然__としていて、現在の社会常識にはそぐわなくなっていた。そこで社長の号令のもと、総務部を中心として就業規則の見直しが検討され、先日、__衆議一決__で決定した。,Type the reading!,Text
閻魔大王の眷属である（　）の像が飾られています。,牛頭馬頭,閻魔大王の眷属である__牛頭馬頭__の像が飾られています。,Type the reading!,Text
年金暮らしの老人からお金をだまし取るなんて、振り込め詐欺の首謀者は（　）だ。,牛頭馬頭,年金暮らしの老人からお金をだまし取るなんて、振り込め詐欺の首謀者は__牛頭馬頭__だ。,Type the reading!,Text
新しい監督は、地獄の番人、（　）のように情け容赦なくしごいてきます。,牛頭馬頭,新しい監督は、地獄の番人、__牛頭馬頭__のように情け容赦なくしごいてきます。,Type the reading!,Text
健太くんのような素直ないい人を苦しめるなんて、君は（　）、（　）な人間だなあ。,牛頭馬頭,健太くんのような素直ないい人を苦しめるなんて、君は__牛頭馬頭__、__悪逆非道__な人間だなあ。,Type the reading!,Text
（　）の獄卒に追われる夢を見ましたが、何か悪いことでもしたのでしょうか。,牛頭馬頭,__牛頭馬頭__の獄卒に追われる夢を見ましたが、何か悪いことでもしたのでしょうか。,Type the reading!,Text
このホテルは（　）がよく（　）して仕事に励むことができるので、行き詰まると必ずここに来ます。,居心地,このホテルは__居心地__がよく__廃寝忘食__して仕事に励むことができるので、行き詰まると必ずここに来ます。,Type the reading!,Text
うちの会社は（　）が良いせいか、社員の高齢化が目立ってきた。新入社員の席を確保するためにも、（　）を考えてもらいたい。,居心地,うちの会社は__居心地__が良いせいか、社員の高齢化が目立ってきた。新入社員の席を確保するためにも、__世代交代__を考えてもらいたい。,Type the reading!,Text
毎日滝に打たれていたら、（　）し、仏陀が仰りたかったことがわかりました。,虚融澹泊,毎日滝に打たれていたら、__虚融澹泊__し、仏陀が仰りたかったことがわかりました。,Type the reading!,Text
視野が狭かった健太くんは、修行を積み、（　）し、いろんな視点から物事を見て考えることができるようになりました。,虚融澹泊,視野が狭かった健太くんは、修行を積み、__虚融澹泊__し、いろんな視点から物事を見て考えることができるようになりました。,Type the reading!,Text
しんと静まり返ったお堂で座禅を組んでいると、心のわだかまりや欲が無くなり、（　）しました。,虚融澹泊,しんと静まり返ったお堂で座禅を組んでいると、心のわだかまりや欲が無くなり、__虚融澹泊__しました。,Type the reading!,Text
お経をよんでいると、（　）ということ、つまり悟るということがどういうことか理解できた気がしました。,虚融澹泊,お経をよんでいると、__虚融澹泊__ということ、つまり悟るということがどういうことか理解できた気がしました。,Type the reading!,Text
（　）したので、周りの人たちに影響されず自分らしく、楽に生きることができるようになりました。,虚融澹泊,__虚融澹泊__したので、周りの人たちに影響されず自分らしく、楽に生きることができるようになりました。,Type the reading!,Text
おばあちゃんは（　）に行くために（　）を心がけて、煩悩とは一切無関係な生活をしています。,極楽浄土,おばあちゃんは__極楽浄土__に行くために__断悪修善__を心がけて、煩悩とは一切無関係な生活をしています。,Type the reading!,Text
先月の健太の頭痛から（　）することができていたら、もっと早期発見できていたかもしれません。,桐葉知秋,先月の健太の頭痛から__桐葉知秋__することができていたら、もっと早期発見できていたかもしれません。,Type the reading!,Text
ともこちゃんは些細なことから（　）して、事が大きくなる前に収めてくれます。,桐葉知秋,ともこちゃんは些細なことから__桐葉知秋__して、事が大きくなる前に収めてくれます。,Type the reading!,Text
ともこちゃんは観察力があるから、（　）することができます。,桐葉知秋,ともこちゃんは観察力があるから、__桐葉知秋__することができます。,Type the reading!,Text
ともこちゃんは（　）する能力に長けているので、どの派閥につけば自分に有利かわかっているようです。,桐葉知秋,ともこちゃんは__桐葉知秋__する能力に長けているので、どの派閥につけば自分に有利かわかっているようです。,Type the reading!,Text
（　）することができる健太くんは、この会社が倒産することを予見していました。,桐葉知秋,__桐葉知秋__することができる健太くんは、この会社が倒産することを予見していました。,Type the reading!,Text
（　）を第一の原則とされ、修行を積むことで救われると考えられた。,欣求浄土,__欣求浄土__を第一の原則とされ、修行を積むことで救われると考えられた。,Type the reading!,Text
（　）は浄土教思想の基本的特質を表し、重要な考え方でもあった。,欣求浄土,__欣求浄土__は浄土教思想の基本的特質を表し、重要な考え方でもあった。,Type the reading!,Text
（　）の精神は貴族や武将以外にも、庶民らに普及し、その後の思想にも大きな影響を与えたと考えられる。,欣求浄土,__欣求浄土__の精神は貴族や武将以外にも、庶民らに普及し、その後の思想にも大きな影響を与えたと考えられる。,Type the reading!,Text
（　）の願いに免じて、この希望を叶えていただけないか。,欣求浄土,__欣求浄土__の願いに免じて、この希望を叶えていただけないか。,Type the reading!,Text
（　）の概念は違う立場の人たちの考え方を表していると考えられるようになった。,欣求浄土,__欣求浄土__の概念は違う立場の人たちの考え方を表していると考えられるようになった。,Type the reading!,Text
この試合こそ最高の試合だった！今まで試合を見ていて退屈することもあったが、今回の試合では常に（　）が張り詰め一瞬も気をぬくことができなかった。（　）の試合だった。,緊張感,この試合こそ最高の試合だった！今まで試合を見ていて退屈することもあったが、今回の試合では常に__緊張感__が張り詰め一瞬も気をぬくことができなかった。__古今無双__の試合だった。,Type the reading!,Text
今後、（　）、そのような（　）は言わないでいただきたいのです。,金輪奈落,今後、__金輪奈落__、そのような__無理難題__は言わないでいただきたいのです。,Type the reading!,Text
この靴のせいで、靴擦れができてかかとは血まみれで痛い、（　）、このメーカーの靴は買わないでしょう。,金輪奈落,この靴のせいで、靴擦れができてかかとは血まみれで痛い、__金輪奈落__、このメーカーの靴は買わないでしょう。,Type the reading!,Text
ここまできたら（　）まで健太くんと運命をともにする覚悟なんです。,金輪奈落,ここまできたら__金輪奈落__まで健太くんと運命をともにする覚悟なんです。,Type the reading!,Text
（　）、テストで０点をとってきてはいけないと母さんに言われました。,金輪奈落,__金輪奈落__、テストで０点をとってきてはいけないと母さんに言われました。,Type the reading!,Text
（　）、あなたのところから購入することはないので、セールスの電話は結構です。,金輪奈落,__金輪奈落__、あなたのところから購入することはないので、セールスの電話は結構です。,Type the reading!,Text
まっすぐだった針金が（　）になっているんだけれども、健太くんのいたずらに違いない。,九十九折,まっすぐだった針金が__九十九折__になっているんだけれども、健太くんのいたずらに違いない。,Type the reading!,Text
その山道は（　）の険しい道なので、自動車がよく事故を起こしています。,九十九折,その山道は__九十九折__の険しい道なので、自動車がよく事故を起こしています。,Type the reading!,Text
