Question,Answers,Comment,Instructions,Render as
ジェームスさんは来月、国の両親が日本に来ることになったそうで、（）している。,うきうき,,漢字の読みを入力してください,Text
ジェームスさんはシャドーイングの練習を始めたことで、（）と日本語が上達した。,ぐんぐん,,漢字の読みを入力してください,Text
この参考書すごいオススメですよ。私が学生の頃、（）になるまで使い込みました。,ぼろぼろ,,漢字の読みを入力してください,Text
彼らは社内恋愛で、上司や同僚にバレたくないので、（）付き合っているらしい。,こそこそ,,漢字の読みを入力してください,Text
注意されたので謝ろうとしたが、（）としつこかったので、謝る気がなくなった。,くどくど,,漢字の読みを入力してください,Text
待ち合わせの時間よりも、早く着いてしまったので、駅周辺を（）していました。,うろうろ,,漢字の読みを入力してください,Text
友達の家を訪問すると、子供たちが僕の方にやってきて、（）とお辞儀をした。,ぺこり,,漢字の読みを入力してください,Text
彼女は気になる男性から映画に誘われたそうで、（）気分で映画館へ向かった。,るんるん,,漢字の読みを入力してください,Text
"田中さん、今日も髪型（）きまってるね！
たなかさん、きょうも かみがた",ばっちり,,漢字の読みを入力してください,Text
大学の頃は、よく友達と飲みにいって、くだらない話で（）と笑い合ったなあ。,げらげら,,漢字の読みを入力してください,Text
牛ヒレ肉は強火で（）煮すぎると、固くなってしまうので気をつけてください。,ぐつぐつ,,漢字の読みを入力してください,Text
（）とバイト代を貯金してきたので、大学を卒業する頃には３００万円あった。,こつこつ,,漢字の読みを入力してください,Text
彼は今日アプリで知り合った子と初デートらしく、さっきから（）している。,そわそわ,,漢字の読みを入力してください,Text
彼は今日、絶対に残業したくないらしく、定時になると（）と帰っていった。,こそこそ,,漢字の読みを入力してください,Text
彼は何かいいことでもあったのか、仕事が終わると（）気分で帰って行った。,るんるん,,漢字の読みを入力してください,Text
長い間、庭の手入れをしていなかったので、植物は枯れ、（）になっていた。,からから,,漢字の読みを入力してください,Text
将来は南の島でハンモックに（）揺られながら、のんびり過ごすのが夢です。,ゆらゆら,,漢字の読みを入力してください,Text
今日は大学入試の合格発表日なので、息子は朝から発表待ちで（）している。,そわそわ,,漢字の読みを入力してください,Text
怪しいネットビジネスに（）誘ってくる友達とは距離を置くようにしている。,ぐいぐい,,漢字の読みを入力してください,Text
フィギュアスケート選手は、あんなに（）回って、目が回らないのだろうか。,くるくる,,漢字の読みを入力してください,Text
ボロいアパートに住んでいるので、雨の日は天井から水が（）落ちてくる。,ぽたぽた,,漢字の読みを入力してください,Text
あれ、ここさっき通ったような・・・。同じ道を（）回っているみたいだ。,ぐるぐる,,漢字の読みを入力してください,Text
"A：どうしたの？口を（）と開けて
B：う、うしろに、お化けが・・・。",ぽかん,,漢字の読みを入力してください,Text
本当に、うるさいなぁ。もうわかったから、これ以上（）言わないでよ。,ごちゃごちゃ,,漢字の読みを入力してください,Text
彼は大学を卒業しても仕事をせず、実家で（）とした生活を送っている。,だらだら,,漢字の読みを入力してください,Text
彼はいつも上司がいないところで、（）と仕事の不満ばかり言っている。,ねちねち,,漢字の読みを入力してください,Text
周りで（）話をされると、自分の悪口を言われているようで不安になる。,ひそひそ,,漢字の読みを入力してください,Text
私は人見知りなので、知らない人に話しかけらると（）してしまいます。,おどおど,,漢字の読みを入力してください,Text
佐藤さんの双子の兄弟は顔だけでなく、趣味や好みのタイプまで（）だ。,そっくり,,漢字の読みを入力してください,Text
ちょっと良い値段のお弁当を注文したが、箱を開けると中が（）だった。,すかすか,,漢字の読みを入力してください,Text
ここ最近、水をやるのを忘れていたせいで、花が（）になってしまった。,へなへな,,漢字の読みを入力してください,Text
"A：ちょっと鈴木さん、机の上が（）よ
B：すみません。整理します。",ごちゃごちゃ,,漢字の読みを入力してください,Text
目の前でもドーナツを（）食べる友達を見てたら、お腹が空いてきた。,もぐもぐ,,漢字の読みを入力してください,Text
面接では面接官に良い印象を与えるために（）と話したほうがいいよ。,はきはき,,漢字の読みを入力してください,Text
熱でぐったりしていた息子だが、今では熱も下がって（）しています。,ぴんぴん,,漢字の読みを入力してください,Text
謎のウイルスにより、人が（）と倒れている光景をテレビで見ました。,ばたばた,,漢字の読みを入力してください,Text
大勢の人の前で話すのは初めてだったので、緊張で（）してしまった。,もじもじ,,漢字の読みを入力してください,Text
試験中、隣の人が（）と何度も咳をするので、全然集中できなかった。,ごほごほ,,漢字の読みを入力してください,Text
昨日、久しぶりに友達に会ったが、すごく（）していて心配になった。,げっそり,,漢字の読みを入力してください,Text
怪しい男の人が家のまわりを（）していたので、警察に連絡しました。,うろうろ,,漢字の読みを入力してください,Text
この店のたい焼きは中にあんこが（）入っているから人気があります。,たっぷり,,漢字の読みを入力してください,Text
このパスタ、手打ち生パスタということもあって、（）した食感です。,もちもち,,漢字の読みを入力してください,Text
クラスメイトの鈴木君はいつも（）独り言を言っていて、気味が悪い。,ぶつぶつ,,漢字の読みを入力してください,Text
あ、落とした消しゴムが（）転がってあんなところまで行っちゃった。,ころころ,,漢字の読みを入力してください,Text
あ〜、暑いし、ベトベトする。シャワーでも浴びて、（）して来よう。,さっぱり,,漢字の読みを入力してください,Text
"A：髪短くしてみたんだけどどう？
B：（）してていいんじゃない。",すっきり,,漢字の読みを入力してください,Text
"A：どうしたの（）震えてるけど
B：うん、日本の冬は寒すぎるよ。",ぶるぶる,,漢字の読みを入力してください,Text
（）してると、今日の会議までに間に合わないよ。急いで資料作って。,もたもた,,漢字の読みを入力してください,Text
日本の雨は私の国に比べると（）と長い時間かけて降ることが多い。,しとしと,,漢字の読みを入力してください,Text
二人ともあまり顔が似ていないけど、子供の頃は（）だったんだね。,そっくり,,漢字の読みを入力してください,Text
誰もいないはずなのに、子供の声が聞こえてきてゾクッとした。（）,ぞくぞく,,漢字の読みを入力してください,Text
暑かったら、冷蔵庫に（）に冷えたジュースがあるから、飲みなよ。,きんきん,,漢字の読みを入力してください,Text
宿題も終わったし、予習、復習も終わったし、明日の授業は（）だ。,ばっちり,,漢字の読みを入力してください,Text
私の国の夏はカラッとしていますが、日本の夏は（）していますね。,じめじめ,,漢字の読みを入力してください,Text
山頂についた時はもう（）で、景色を楽しんでいる余裕はなかった。,へとへと,,漢字の読みを入力してください,Text
よちよち歩く息子を、転んで怪我をしないか、（）と見守っている。,はらはら,,漢字の読みを入力してください,Text
トムさんはバイトで疲れているのか、授業中に（）することが多い。,うとうと,,漢字の読みを入力してください,Text
どうしてもわからなかったので、隣の人の答えを（）見てしまった。,ちらっと,,漢字の読みを入力してください,Text
そんな（）のスーツ着てると、だらしなく見えるし、恥ずかしいよ。,よれよれ,,漢字の読みを入力してください,Text
（）コンビニのコピー機に原本を挟んだまま、帰ってきてしまった。,うっかり,,漢字の読みを入力してください,Text
娘が連れてきた彼氏が（）した男だったので、とても悲しくなった,ちゃらちゃら,,漢字の読みを入力してください,Text
彼は私の言ったことがよく分からなかったのか、目を（）させた。,ぱちぱち,,漢字の読みを入力してください,Text
彼に意見を聞いても、（）して何も言わないので、イライラする。,いじいじ,,漢字の読みを入力してください,Text
彼にもらったダイヤの指輪はとても（）と輝いていて美しかった。,きらきら,,漢字の読みを入力してください,Text
打ったボールは勢いが弱く（）とサードのほうへ転がっていった。,ころころ,,漢字の読みを入力してください,Text
息子は公園で泥んこ遊びをしたそうで、（）になって帰ってきた。,どろどろ,,漢字の読みを入力してください,Text
息子がずっと（）と咳をしているのですが、何か病気でしょうか。,こんこん,,漢字の読みを入力してください,Text
先輩はいい人だと思っていたのに、その話を聞いて（）しました。,がっかり,,漢字の読みを入力してください,Text
生徒の何人かは、いつも授業中にスマホで（）ゲームをしている。,こそこそ,,漢字の読みを入力してください,Text
観光客っぽい外国人が道に迷ったのか、辺りを（）見回していた。,きょろきょろ,,漢字の読みを入力してください,Text
映画の続編決定だって。どんなストーリーになるのか（）するね。,わくわく,,漢字の読みを入力してください,Text
レモンやぶどうには血液を（）にする効果があると言われている。,さらさら,,漢字の読みを入力してください,Text
もっと（）と喋ってください。何を言っているのかわかりません。,はきはき,,漢字の読みを入力してください,Text
この近くで警察と銀行強盗犯が銃で（）と打ち合っていたそうだ。,ばんばん,,漢字の読みを入力してください,Text
インコは怒っている時や、欲求不満である時に羽を（）させます。,ばたばた,,漢字の読みを入力してください,Text
野菜をフライパンに入れると、ジューと大きな音を立てた。（）,ジュージュー,,漢字の読みを入力してください,Text
宝くじに１０万円も使ったのに、１つも当たらなくて（）した。,がっかり,,漢字の読みを入力してください,Text
彼は失恋したばかりなので、（）しておいたほうがいいだろう。,そっと,,漢字の読みを入力してください,Text
彼は今日忙しかったそうで、家に帰ってきてから（）している。,ぐったり,,漢字の読みを入力してください,Text
彼は言うことが（）変わるからあまり一緒に仕事をしたくない。,ころころ,,漢字の読みを入力してください,Text
子供たちを起こさないように、（）枕元にプレゼントを置いた。,そっと,,漢字の読みを入力してください,Text
温泉に入った後は、やっぱりコーヒー牛乳を（）と飲みたいね。,ぐびぐび,,漢字の読みを入力してください,Text
飲み会に行く時は早めに妻に連絡しないと、後で（）言われる。,がみがみ,,漢字の読みを入力してください,Text
まだ発表が終わっていない学生らは、発表待ちで（）している。,そわそわ,,漢字の読みを入力してください,Text
マジックショーを見ていた子供たちは目を（）と輝かせていた。,きらきら,,漢字の読みを入力してください,Text
パンフレット用に印刷するので、こんな（）な紙じゃダメだよ。,ぺらぺら,,漢字の読みを入力してください,Text
スマホをいじりながら歩いていたら、（）と電柱にぶつかった。,ごつん,,漢字の読みを入力してください,Text
この会社で皆さんと一緒に仕事ができることに（）しています。,わくわく,,漢字の読みを入力してください,Text
お母さん、近くで（）って救急車のサイレンの音が聞こえるよ。,ピーポーピーポー,,漢字の読みを入力してください,Text
お腹が空いていたのか、餌をやると（）と勢いよく食べ始めた。,ばくばく,,漢字の読みを入力してください,Text
あそこに立っている男の人、さっきから（）してて怪しくない？,きょろきょろ,,漢字の読みを入力してください,Text
（）と読めるように何度も声に出して読む練習をしてください。,すらすら,,漢字の読みを入力してください,Text
友達に身に覚えのないことを言われて、（）としてしまった。,ぽかん,,漢字の読みを入力してください,Text
彼に声をかけたが、振り向きもせずに（）と行ってしまった。,すたすた,,漢字の読みを入力してください,Text
店に入るとすでに飲み会が始まっていて（）と騒がしかった。,わいわい,,漢字の読みを入力してください,Text
先輩に仕事の愚痴を聞いてもらったら、だいぶ（）しました。,すっきり,,漢字の読みを入力してください,Text
床が（）して滑りやすくなっているので、注意してください。,つるつる,,漢字の読みを入力してください,Text
今日は朝から定時まで、休みなく働いたので、もう（）です。,くたくた,,漢字の読みを入力してください,Text
考えなければならないことが多すぎて、もう頭の中が（）だ。,ぐちゃぐちゃ,,漢字の読みを入力してください,Text
血液が（）だと診断されたので、食生活を見直す必要がある。,どろどろ,,漢字の読みを入力してください,Text
君には期待していたのに、仕事ではミスばかりするし（）だ。,がっかり,,漢字の読みを入力してください,Text
海外旅行中、睡眠薬強盗の被害に遭い持ち物を（）奪われた。,ごっそり,,漢字の読みを入力してください,Text
この前植えたトマトの種が（）育って、もう収穫できそうだ。,すくすく,,漢字の読みを入力してください,Text
あー、毎日、上司にたくさん仕事を押し付けられて（）する。,いらいら,,漢字の読みを入力してください,Text
（）燃える薪ストーブの炎を見ていると、なんだか落ち着く。,めらめら,,漢字の読みを入力してください,Text
冷蔵庫の中身、（）じゃん。毎日どうやって暮らしてるの？,すかすか,,漢字の読みを入力してください,Text
遊園地のコーヒーカップのような（）回る乗り物が苦手だ。,ぐるぐる,,漢字の読みを入力してください,Text
彼女とモールで買い物をしていたら、元カノに（）会った。,ばったり,,漢字の読みを入力してください,Text
彼は昨日、彼女ができたようで、今日１日中（）していた。,にこにこ,,漢字の読みを入力してください,Text
知らない人に、突然大きな声で話しかけられて（）とした。,びくっ,,漢字の読みを入力してください,Text
男の人が向こうから、（）と息を切らしながら走ってきた。,はぁはぁ,,漢字の読みを入力してください,Text
前の車が（）走っているせいで、予定の時間に遅れそうだ。,のろのろ,,漢字の読みを入力してください,Text
先輩は（）した性格で、決断が遅いので、正直やりにくい。,いじいじ,,漢字の読みを入力してください,Text
私は（）お肌をキープするために、エステに通っています。,すべすべ,,漢字の読みを入力してください,Text
私の上司は少しでも仕事でミスをすると、（）言ってくる。,がみがみ,,漢字の読みを入力してください,Text
強風のせいで、テントが（）とうるさくて、寝られません。,ばたばた,,漢字の読みを入力してください,Text
フレンチレストランなんだし、そんなに（）食べないでよ。,がつがつ,,漢字の読みを入力してください,Text
この先は（）した大きな岩が多いので、行くのは危険です。,ごつごつ,,漢字の読みを入力してください,Text
グラスにコーラを注いだ時に出る、（）という音が好きだ。,しゅわしゅわ,,漢字の読みを入力してください,Text
ガリガリの体型よりも、少し（）した体型の方が好みです。,ふっくら,,漢字の読みを入力してください,Text
アヒルがグワッグワッと鳴きながら歩いていて可愛い。（）,ガーガー,,漢字の読みを入力してください,Text
あなた、まだ食器が少し（）してるよ。しっかり洗ってよ。,ぬるぬる,,漢字の読みを入力してください,Text
K-1の試合前の会見では両選手が（）に睨み合っていた。,ばちばち,,漢字の読みを入力してください,Text
（）に注がれた枡酒はどのように飲めばいいのでしょうか。,なみなみ,,漢字の読みを入力してください,Text
（）・・・。ここまで来れば、もう追って来れないだろう。,はぁはぁ,,漢字の読みを入力してください,Text
夕方になるとカラスの（）という鳴き声が聞こえてくる。,かあかあ,,漢字の読みを入力してください,Text
野菜をフライパンに入れると、（）と大きな音を立てた。,じゅうじゅう,,漢字の読みを入力してください,Text
明日の試験のことを考えると、胸が（）して寝られない。,どきどき,,漢字の読みを入力してください,Text
明日、彼は初めて彼女とデートするそうで（）している。,うきうき,,漢字の読みを入力してください,Text
部長は怒っている時、キーボードの（）音が大きくなる。,かたかた,,漢字の読みを入力してください,Text
彼は海外に行った時、現地の女性から（）だったらしい。,もてもて,,漢字の読みを入力してください,Text
彼は飲み過ぎたせいで、まっすぐ歩けず、（）している。,よろよろ,,漢字の読みを入力してください,Text
彼は（）と努力するタイプだから、いずれ結果が出るよ。,こつこつ,,漢字の読みを入力してください,Text
動物園の動物たちは夏の暑さにやられて、（）している。,ぐったり,,漢字の読みを入力してください,Text
先輩のミスなのに、僕のせいにされて、本当に（）する。,いらいら,,漢字の読みを入力してください,Text
親子丼の卵は固めより、少し（）しているほうが好きだ。,とろとろ,,漢字の読みを入力してください,Text
上手になりたかったら、（）と練習し続けるしかないよ。,こつこつ,,漢字の読みを入力してください,Text
実家から段ボールに（）詰まったみかんが送られてきた。,ぎっしり,,漢字の読みを入力してください,Text
私の犬のほっぺは、（）してて摘むと気持ちがいいです。,もちもち,,漢字の読みを入力してください,Text
死んだと思っていたゴキブリだが、まだ（）動いていた。,ぴくぴく,,漢字の読みを入力してください,Text
妻と私の母は意見が合わないことが多く、（）している。,ぎすぎす,,漢字の読みを入力してください,Text
今日は忙しすぎて朝から何も食べてない。もう（）だよ。,ふらふら,,漢字の読みを入力してください,Text
今、ご飯の準備してるんだから、台所を（）しないでよ。,うろうろ,,漢字の読みを入力してください,Text
後輩はメールの送信先を間違えてしまい、（）している。,あたふた,,漢字の読みを入力してください,Text
兄にもらったジャケットは（）で私の体型には合わない。,ぶかぶか,,漢字の読みを入力してください,Text
靴底が（）するので、見てみるとガムがくっついていた。,ねちねち,,漢字の読みを入力してください,Text
ミントのキャンディを食べたので、口の中が（）します。,ひんやり,,漢字の読みを入力してください,Text
シャンプーをしていたら、髪が（）抜けて心配になった。,ごっそり,,漢字の読みを入力してください,Text
コンビニでサンドイッチを買ったら、中身が（）だった。,すかすか,,漢字の読みを入力してください,Text
この店のおすすめは（）と辛くて美味しい麻婆豆腐です。,ぴりっ,,漢字の読みを入力してください,Text
あのおじいさん、（）と歩いているけど、大丈夫かなあ。,よろよろ,,漢字の読みを入力してください,Text
あー（）した。さっきからずっとトイレ我慢してたんだ。,すっきり,,漢字の読みを入力してください,Text
あ〜、二の腕が（）してきた。ダイエットしないとなあ。,むちむち,,漢字の読みを入力してください,Text
"A：この明るい服は私に（）じゃない？
B：そうだね。",ぴったり,,漢字の読みを入力してください,Text
（）コンのチャイムが鳴ると、学生は急いで席についた。,きんこんかん,,漢字の読みを入力してください,Text
浮き輪で（）しながら空をぼーっと眺めていたいなぁ。,プカプカ,,漢字の読みを入力してください,Text
彼は上司のことでさっきから（）と文句を言っている。,ぶつぶつ,,漢字の読みを入力してください,Text
彼は車にはねられたのに、怪我もなく（）しています。,ぴんぴん,,漢字の読みを入力してください,Text
彼は仕事を（）とこなすので、上司からの評価も良い。,てきぱき,,漢字の読みを入力してください,Text
彼が着ているコート、（）でちょっとかっこ悪いよね。,ぶかぶか,,漢字の読みを入力してください,Text
突然、雨が降ってきて服が（）（ずぶ濡れ）になった。,ずぶずぶ,,漢字の読みを入力してください,Text
同僚はいつも作業が（）で、見ているとイライラする。,のろのろ,,漢字の読みを入力してください,Text
庭の手入れをしていたら、何かの幼虫が（）出てきた。,うじゃうじゃ,,漢字の読みを入力してください,Text
息子は今日、面接があるそうで、朝から（）している。,そわそわ,,漢字の読みを入力してください,Text
窓から入ってきた風で、部屋のドアが（）と閉まった。,ばたん,,漢字の読みを入力してください,Text
人前で話すことに慣れていなくて、（）してしまった。,おどおど,,漢字の読みを入力してください,Text
私はガリガリよりも（）とした体型の方がタイプです。,むちむち,,漢字の読みを入力してください,Text
私の家は見た目は（）ですが、中はとても綺麗ですよ。,ぼろぼろ,,漢字の読みを入力してください,Text
最近、何をやってもうまくいかなくて本当に（）する。,いらいら,,漢字の読みを入力してください,Text
久しぶりに体を動かしたので、翌日体が（）になった。,ばきばき,,漢字の読みを入力してください,Text
怪しい男がコンビニでバットを（）と振り回している。,ぶんぶん,,漢字の読みを入力してください,Text
ラッパーの人って、どうしてよく（）の服を着てるの？,だぼだぼ,,漢字の読みを入力してください,Text
ベランダを掃除していたら、虫が（）出てきで叫んだ。,うじゃうじゃ,,漢字の読みを入力してください,Text
サッカーの試合に負けて子供たちは（）と泣いていた。,えーんえーん,,漢字の読みを入力してください,Text
Tシャツについた汚れを落とすために、（）と洗った。,じゃぶじゃぶ,,漢字の読みを入力してください,Text
（）テレビを見ていたら、いつの間にか寝てしまった。,ぼうっと,,漢字の読みを入力してください,Text
野菜を切ると、（）した虫が出てきて思わず叫んだ。,にょろにょろ,,漢字の読みを入力してください,Text
毎日育児と家事だけで１日が終わり、夜は（）です。,くたくた,,漢字の読みを入力してください,Text
父はここ最近、よく（）と咳をしているので心配だ。,ごほごほ,,漢字の読みを入力してください,Text
夫は今日、何かいいことがあったのか（）している。,うきうき,,漢字の読みを入力してください,Text
疲れていたせいで、電車の中で、（）してしまった。,うとうと,,漢字の読みを入力してください,Text
彼の話し方や態度は、よく周りの人を（）させます。,いらいら,,漢字の読みを入力してください,Text
投げたボールが当たって、窓ガラスが（）と割れた。,ぱりん,,漢字の読みを入力してください,Text
男の子はキャンディーを（）と口の中に放り込んだ。,ぽいっ,,漢字の読みを入力してください,Text
息子は大学を卒業しても、就職せずに（）している。,ぶらぶら,,漢字の読みを入力してください,Text
息子は小学校に入学したばかりで、（）の一年生だ。,ぴかぴか,,漢字の読みを入力してください,Text
息子がおしっこを我慢しているのか、（）している。,もじもじ,,漢字の読みを入力してください,Text
親父は（）体型なので、もっと運動したほうがいい。,ひょろひょろ,,漢字の読みを入力してください,Text
焼き芋、買ったばかりだから（）してて美味しいよ。,ホクホク,,漢字の読みを入力してください,Text
車を運転中、突然子供が飛び出してきて（）とした。,びくっ,,漢字の読みを入力してください,Text
傘を忘れてしまったので、（）になりながら帰った。,びしょびしょ,,漢字の読みを入力してください,Text
休日にも関わらず、電車は人が少なく、（）だった。,すかすか,,漢字の読みを入力してください,Text
飲みに誘おうとしたが、彼は（）と帰ってしまった。,すたすた,,漢字の読みを入力してください,Text
パーティーで、突然スピーチを求められて（）した。,あたふた,,漢字の読みを入力してください,Text
サーカスの綱渡りを見ていて、とても（）しました。,はらはら,,漢字の読みを入力してください,Text
コンサートのチケット、完売で買えなかった。（）。,ぴえん,,漢字の読みを入力してください,Text
このシャンプーを使うと、髪が（）になるそうです。,つやつや,,漢字の読みを入力してください,Text
コーラやスプライトのような（）の飲み物は苦手だ。,しゅわしゅわ,,漢字の読みを入力してください,Text
インターネットで買った靴、サイズが合わず（）だ。,ぶかぶか,,漢字の読みを入力してください,Text
（）のチャイムが鳴ると、学生は急いで席についた。,きんこんかんこん,,漢字の読みを入力してください,Text
（）お肌を手に入れるためにエステに通っています。,つるつる,,漢字の読みを入力してください,Text
母は５０代ですが、私と同じぐらい肌が（）です。,つやつや,,漢字の読みを入力してください,Text
彼は誰も解けなかった問題を（）と解いてみせた。,すらすら,,漢字の読みを入力してください,Text
彼は大学を卒業しても、就職せずに（）している。,ふらふら,,漢字の読みを入力してください,Text
彼とけんかして以来、（）した関係が続いている。,ぎすぎす,,漢字の読みを入力してください,Text
二人は付き合ったばかりとあって、とても（）だ。,あつあつ,,漢字の読みを入力してください,Text
突然、外国人に道を聞かれて、（）してしまった。,おどおど,,漢字の読みを入力してください,Text
定時になったが、まだまだ仕事が（）残っている。,たっぷり,,漢字の読みを入力してください,Text
朝から何も食べてないから、もうお腹が（）だよ。,ぺこぺこ,,漢字の読みを入力してください,Text
誰かに見られている感じがして、怖くて（）した。,ぞくぞく,,漢字の読みを入力してください,Text
前の車が（）と走っているせいで、全然進まない。,とろとろ,,漢字の読みを入力してください,Text
上司は怒っている時、いつも同じことを（）言う。,くどくど,,漢字の読みを入力してください,Text
時間はまだ（）ありますから、安心してください。,たっぷり,,漢字の読みを入力してください,Text
今日は予定もなかったので、家で（）と過ごした。,だらだら,,漢字の読みを入力してください,Text
今日は一日中、忙しくてずっと（）していました。,ばたばた,,漢字の読みを入力してください,Text
今週は毎日、夜遅くまで残業したので、（）です。,くたくた,,漢字の読みを入力してください,Text
具材を鍋に入れたら、あとは（）煮込むだけです。,ことこと,,漢字の読みを入力してください,Text
ボディービルダーは（）の体を観客に見せつけた。,むきむき,,漢字の読みを入力してください,Text
ボクサーは相手のパンチを受けて、（）している。,よろよろ,,漢字の読みを入力してください,Text
はーい、みんな写真撮るよー。もっと（）してー。,にこにこ,,漢字の読みを入力してください,Text
なんだか、誰かに（）見られている気がして怖い。,じろじろ,,漢字の読みを入力してください,Text
ドラマの最後のシーン、感動して（）しちゃった。,うるうる,,漢字の読みを入力してください,Text
どうしたの（）して？ 何か良いことでもあった？,にこにこ,,漢字の読みを入力してください,Text
テストの点が悪かったので、母から（）言われた。,がみがみ,,漢字の読みを入力してください,Text
その（）のセーターかわいいね。どこで買ったの？,もこもこ,,漢字の読みを入力してください,Text
このクリームを使うと、肌が（）になるらしいよ。,すべすべ,,漢字の読みを入力してください,Text
カバンの底に、（）になったお菓子が残っていた。,粉々,,漢字の読みを入力してください,Text
カクテルのシェーカーを（）振る姿がかっこいい。,しゃかしゃか,,漢字の読みを入力してください,Text
おじいちゃんは、７０歳なのに、髪の毛が（）だ。,ふさふさ,,漢字の読みを入力してください,Text
オクラは少し（）するから苦手だという人もいる。,ねばねば,,漢字の読みを入力してください,Text
あー、あの二人、授業中なのに（）するなよなぁ。,いちゃいちゃ,,漢字の読みを入力してください,Text
AGA治療を１年続けた結果、髪が（）になった。,ふさふさ,,漢字の読みを入力してください,Text
隣の席でキーボードを（）と打つ音がうるさい。,かたかた,,漢字の読みを入力してください,Text
明日から大学生活が始まるのか。（）するなぁ。,わくわく,,漢字の読みを入力してください,Text
僕のラジコンカーが車に轢かれて（）になった。,ぺちゃんこ,,漢字の読みを入力してください,Text
部長が（）に怒ってたけど、何かやらかしたの？,かんかん,,漢字の読みを入力してください,Text
彼女はお化けを見たそうで、（）と震えていた。,びくびく,,漢字の読みを入力してください,Text
彼はクラスで一番背が高いが、（）で弱そうだ。,ひょろひょろ,,漢字の読みを入力してください,Text
髪短くしたんだね。（）してていいんじゃない。,さっぱり,,漢字の読みを入力してください,Text
太陽が焼けつくような暑さで（）と照りつける。,じりじり,,漢字の読みを入力してください,Text
息子はオムライスにケチャップを（）とかけた。,どばどば,,漢字の読みを入力してください,Text
女の子たちは彼の姿を見て、（）と笑っていた。,くすくす,,漢字の読みを入力してください,Text
車内でカップルが人目を気にせず（）している。,べたべた,,漢字の読みを入力してください,Text
試写会が終わった後、観客が（）と拍手をした。,ぱちぱち,,漢字の読みを入力してください,Text
子供たちは遊び疲れて、（）と眠ってしまった。,すやすや,,漢字の読みを入力してください,Text
子供たちはもう寝ていたので、（）部屋を出た。,そっと,,漢字の読みを入力してください,Text
子供たちに、（）と頬ずりをすると嫌がられる。,じょりじょり,,漢字の読みを入力してください,Text
子供がソファーの上で（）と跳ねて遊んでいる。,ぴょんぴょん,,漢字の読みを入力してください,Text
昨日のデートを思い出して、（）してしまった。,にやにや,,漢字の読みを入力してください,Text
今日はたくさん運動したから、（）寝られそう。,ぐっすり,,漢字の読みを入力してください,Text
今、（）曇っているので、外出はやめておこう。,どんより,,漢字の読みを入力してください,Text
犬はお腹が空いていたのか、（）と食べている。,がつがつ,,漢字の読みを入力してください,Text
軽井沢は夏でも空気が（）してて気持ちがいい。,ひんやり,,漢字の読みを入力してください,Text
夏の暑い日は、（）したものが食べたくなるね。,さっぱり,,漢字の読みを入力してください,Text
ラーメンはあっさりより（）のほうが好きです。,こってり,,漢字の読みを入力してください,Text
